AREA_GEOGRAFICA,PROYECTO,INSTALACION,USUARIO,TIPO_USUARIO,TIPO_ASISTENCIA,EQUIPO,TIPO_EQUIPO,TIPO_FRACCION,TIPO_AVERIA,TIPO_FALLO,TIEMPO_ENTRE_EQUIPOS,TIEMPO_ENTRE_EQUIPOS_ASSIST_TYPE,TIEMPO_ENTRE_EQUIPO_FALLO,TIEMPO_ENTRE_FALLO_EQUIPO_AVERIA,TIEMPO_VIAJE,TIEMPO_TRABAJO,INMERSION,ACOMPANANTE,TRABAJO_FINALIZADO,RED_VERTIDO,ORDEN_TRABAJO,TIPO_ORDEN,TIEMPO_FECHAPREVISTA_FECHAFINALIZACION,HAY_MATERIALES_TEXTO,CANTIDAD_MATERIALES,COSTO
3,34,3401,13,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,53815,2,53,0,153,3610
3,31,3102,13,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,2,53839,2,53,0,153,3610
3,31,3101,13,1,1,5510,800,0,6,2,442,442,0,0,0,60,0,0,0,3,0,0,0,0,153,3610
3,32,3205,14,1,1,11236,2200,0,3,1,0,0,0,0,0,60,0,1,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,18140,2200,0,6,3,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,5680,2500,0,6,1,0,0,0,0,0,240,0,1,1,3,0,0,0,0,95,4017
3,32,3218,14,1,1,5696,2500,0,5,3,13,13,13,13,0,60,0,1,1,2,0,0,0,0,95,4017
3,32,3202,14,1,1,5660,2200,0,3,1,17,17,0,17,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,2,5684,2500,0,1,0,76,76,0,76,0,240,1,0,1,2,0,0,0,0,95,4017
3,32,3202,14,1,1,18064,2200,0,5,3,0,0,0,0,0,120,0,0,1,3,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,1,3,0,0,0,0,95,4017
3,32,3205,14,1,3,0,0,0,7,0,0,0,0,0,0,60,0,0,1,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,300,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,3,0,0,0,7,0,0,0,0,0,0,120,0,0,1,3,0,0,0,0,95,4017
3,32,3203,14,1,1,20811,0,5,5,6,15,15,15,15,0,180,0,0,1,1,0,0,0,0,95,4017
3,32,3203,14,1,1,5377,0,5,5,3,0,0,0,0,0,60,0,0,1,1,0,0,0,0,95,4017
3,32,3205,14,1,1,13826,100,0,5,4,0,0,0,0,0,300,0,0,1,2,0,0,0,0,95,4017
3,32,3203,14,1,1,21082,0,5,5,6,0,0,0,0,0,60,0,0,1,1,0,0,0,0,95,4017
3,32,3202,14,1,1,20248,0,3,5,1,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,2,3261,2,27,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,1741,2,92,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,1742,2,92,0,95,4017
3,32,3205,14,1,3,0,0,0,7,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,2,0,0,0,8,0,0,0,0,0,0,60,1,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,19799,0,5,5,6,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,19190,0,5,5,1,13,13,7,13,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,5,0,0,0,0,0,0,240,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,4233,0,5,5,1,43,43,43,43,0,240,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,1,4686,0,3,6,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,4712,0,5,5,2,0,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,5,0,0,0,0,0,0,300,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,3,5681,2500,0,7,0,183,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,2,5681,2500,0,8,0,189,118,0,118,0,120,1,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,2,5681,2500,0,8,0,198,127,0,127,0,120,1,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,16250,2,2,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16262,2,2,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16273,2,2,0,95,4017
3,32,3203,14,1,1,20748,0,3,5,2,271,271,0,271,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,5684,2500,0,5,3,337,317,225,225,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,20751,0,5,5,2,0,0,0,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,1,105262,2100,0,5,5,94,94,0,94,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,5681,2500,0,5,3,300,300,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,16251,2,0,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16263,2,0,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16274,2,0,0,95,4017
3,32,3205,14,1,1,0,0,0,3,3,0,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,2,0,0,0,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,20724,0,3,5,5,1,1,0,1,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3208,14,1,2,0,0,0,1,0,0,0,0,0,0,180,1,1,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,6,2,0,0,0,0,0,60,0,1,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,5681,2500,0,5,3,307,307,7,7,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,2,5681,2500,0,8,0,307,236,0,236,0,180,1,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,3,0,0,0,7,0,0,0,0,0,0,240,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,2,5684,2500,0,1,0,350,350,0,350,0,180,1,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,3,5684,2500,0,7,0,351,111,0,111,0,180,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,10526,0,5,3,6,43,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3218,14,1,1,119678,2100,0,3,2,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3218,14,1,1,119678,2100,0,3,3,0,0,0,0,0,60,0,1,0,2,0,0,0,0,95,4017
3,32,3202,14,1,3,0,0,0,7,0,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,3,5684,2500,0,7,0,357,117,0,117,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,3,0,0,0,7,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,5611,1505,0,6,2,22,22,22,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,1,5542,1200,0,5,4,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,4,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,3,0,0,0,7,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,3,0,0,0,7,0,0,0,0,0,0,180,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,19754,2200,0,3,1,60,0,0,0,0,180,0,0,1,1,0,0,0,0,95,4017
3,32,3203,14,1,1,19754,2200,0,3,1,61,1,1,1,0,180,0,0,1,1,0,0,0,0,95,4017
3,32,3202,14,1,1,5542,1200,0,5,4,8,8,8,8,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,19821,2200,0,3,1,36,2,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3216,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16275,2,5,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,16252,2,5,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16264,2,5,0,95,4017
3,32,3202,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,3,3,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,1,5494,700,0,5,3,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,5494,700,0,5,4,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,11592,2200,0,3,1,45,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,7946,2200,0,6,3,76,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,3799,0,5,5,5,47,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,1,6381,2200,0,3,3,181,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,1,5555,1300,0,5,3,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,123875,2100,0,5,1,54,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,1,93136,2100,0,3,3,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,2,5684,2500,0,1,0,389,389,0,389,0,60,1,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,96054,2100,0,5,5,91,91,91,91,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,300,0,0,0,1,0,0,0,0,95,4017
3,32,3216,14,1,1,0,0,0,6,0,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3205,14,1,2,0,0,0,8,0,0,0,0,0,0,180,1,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,10762,0,3,3,1,42,42,42,42,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,6,0,0,0,0,0,0,180,0,1,0,3,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,3,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,13926,2200,0,3,1,189,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,0,21197,0,3,0,0,0,0,0,0,0,60,0,0,0,1,21470,5,5,0,95,4017
3,32,3203,14,1,1,0,0,0,3,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,6,0,0,0,0,0,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16276,2,3,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,16253,2,4,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16265,2,4,0,95,4017
3,32,3205,14,1,1,4524,0,3,5,1,179,17,17,17,0,180,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3202,14,1,1,5610,1505,0,5,2,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3208,14,1,1,5338,100,0,3,4,412,412,38,412,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,15909,100,0,3,4,69,69,69,69,0,180,0,0,1,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,15909,100,0,3,4,68,68,68,68,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3206,14,1,1,20543,2200,0,5,3,191,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,92872,2100,0,3,2,74,8,7,7,0,120,0,0,1,2,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,171167,1000,0,3,4,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,2,0,0,0,1,0,0,0,0,0,0,120,1,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,15901,100,0,3,4,63,63,63,63,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,2,0,0,0,1,0,0,0,0,0,0,120,1,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,5,0,0,0,0,0,0,300,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,7638,0,5,5,4,0,0,0,0,0,60,0,0,0,3,22131,5,1,0,95,4017
3,32,3203,14,1,1,20693,0,5,5,2,80,80,0,80,0,120,0,0,1,1,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,5611,1505,0,3,5,96,96,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,5377,0,5,4,3,343,343,343,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,2,5681,2500,0,1,0,398,327,0,0,0,60,1,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,5370,0,5,5,6,60,2,2,2,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,1,5494,700,0,3,2,62,62,8,8,0,120,0,0,0,2,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,5680,2500,0,3,3,445,445,434,313,0,180,0,0,0,3,0,0,0,0,95,4017
3,32,3203,14,1,1,0,0,0,6,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,2,5684,2500,0,1,0,462,462,0,462,0,60,1,0,0,2,0,0,0,0,95,4017
3,32,3205,14,1,3,5684,2500,0,7,0,462,222,0,222,0,60,0,0,0,2,0,0,0,0,95,4017
3,32,3202,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,3,22983,1,5,0,95,4017
3,32,3203,14,1,1,0,0,0,6,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3206,14,1,2,4499,0,3,1,0,291,0,0,0,0,120,1,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16277,2,34,0,95,4017
3,32,3208,14,1,1,8860,2200,0,3,3,146,107,51,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16266,2,36,0,95,4017
3,32,3208,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,24554,5,1,0,95,4017
3,32,3213,14,1,1,7081,0,5,3,5,218,92,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,90656,0,3,5,1,49,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,3,475,473,473,473,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,3500,0,5,5,6,230,148,148,148,0,300,0,0,0,1,0,0,0,0,95,4017
3,32,3206,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16290,2,2,0,95,4017
3,32,3213,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16312,2,2,0,95,4017
3,32,3208,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16301,2,2,0,95,4017
3,32,3213,14,1,2,5691,2500,0,1,0,487,283,0,0,0,120,1,1,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,10797,0,3,5,5,476,476,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,7499,0,5,5,6,192,175,0,175,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,3,491,489,489,489,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,3,492,490,490,490,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,2,492,490,12,490,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,8958,0,5,5,6,318,318,318,318,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5501,700,0,5,6,3,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3202,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,16255,2,48,0,95,4017
3,32,3203,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16267,2,48,0,95,4017
3,32,3205,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,16278,2,48,0,95,4017
3,32,3213,14,1,1,6562,0,3,5,5,258,0,0,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,10024,0,3,5,3,208,0,0,0,0,120,0,0,0,1,27811,5,0,0,95,4017
3,32,3208,14,1,1,9820,0,3,5,3,276,0,0,0,0,60,0,0,0,1,27812,5,0,0,95,4017
3,32,3213,14,1,1,0,0,0,3,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,3792,0,5,3,6,440,440,0,440,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,2,513,511,33,511,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16313,2,3,0,95,4017
3,32,3206,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16291,2,3,0,95,4017
3,32,3208,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,16302,2,3,0,95,4017
3,32,3208,14,1,1,5185,0,5,5,6,194,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,3,5691,2500,0,7,0,522,0,0,0,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3206,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,1,95,4017
3,32,3208,14,1,2,0,0,0,8,0,0,0,0,0,0,120,1,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,5,5,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,1,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,117703,2100,0,5,5,181,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37475,2,17,0,95,4017
3,32,3206,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37463,2,17,0,95,4017
3,32,3213,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37487,2,17,0,95,4017
3,32,3213,14,1,3,0,0,0,7,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,4956,0,5,5,1,408,408,207,408,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5691,2500,0,5,3,574,574,520,520,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,3459,0,5,5,6,328,51,0,51,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5691,2500,0,5,3,576,576,522,522,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3203,14,1,1,5439,0,3,3,2,0,0,0,0,60,60,0,0,0,1,0,0,0,0,95,4017
3,32,3216,14,1,1,0,0,0,5,3,0,0,0,0,0,120,0,0,0,3,0,0,0,0,95,4017
3,32,3213,14,1,1,121184,2100,0,5,5,344,344,5,344,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,2,5691,2500,0,1,0,589,385,0,102,0,300,1,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5691,2500,0,5,3,589,589,535,535,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3205,14,1,1,15925,101,0,5,1,0,0,0,0,0,180,0,0,0,2,0,0,0,0,95,4017
3,32,3213,14,1,1,5691,2500,0,5,3,592,592,538,538,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5473,600,0,3,3,610,610,172,172,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5008,0,5,5,2,614,614,586,614,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5524,800,0,3,4,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,15989,1802,0,5,3,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5595,1501,0,3,2,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,5,4,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37476,2,27,0,95,4017
3,32,3213,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37488,2,28,0,95,4017
3,32,3213,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,1,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,4955,0,5,6,1,374,209,12,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,10776,0,3,5,3,271,271,234,238,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,10776,0,3,5,3,272,272,235,239,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5473,600,0,3,4,624,624,12,186,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,3,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,6,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,5,0,0,0,0,0,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,8958,0,5,3,6,427,427,427,170,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,39648,5,0,0,95,4017
3,32,3208,14,1,1,9744,2200,0,3,1,366,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,5,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,5690,2500,0,5,3,616,614,614,614,0,240,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,5,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,2,5690,2500,0,1,0,618,618,0,457,0,120,1,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,6659,0,5,5,6,306,140,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,8958,0,5,3,5,441,441,99,184,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,3730,0,5,5,6,325,222,0,222,0,60,0,1,0,1,0,0,0,0,95,4017
3,32,3208,14,1,1,4159,0,5,5,2,2,2,2,2,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,3459,0,5,5,3,378,101,0,101,0,120,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,0,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,1,5691,2500,0,5,3,631,631,577,577,0,180,0,0,0,1,0,0,0,0,95,4017
3,32,3213,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37489,2,30,0,95,4017
3,32,3208,14,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,37477,2,30,0,95,4017
3,32,3213,14,1,1,0,0,0,6,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,95,4017
